,0
"anaplastic oligodendroglioma, idh-mutant and 1p/19q-codeleted",0
"anaplastic oligodendroglioma, not otherwise specified",0
anaplastic plasmacytoma,0
anaplastic pleomorphic xanthoastrocytoma,0
anaplastic sarcoma of the kidney,0
anastomosing hemangioma,0
ancient schwannoma,0
androgen-producing adrenal cortical adenoma,0
aneurysmal bone cyst,0
angiocentric glioma,0
angiocentric immunoproliferative lesion,0
angiofibroma,0
angiofibroma of soft tissue,0
angioimmunoblastic t-cell lymphoma by ann arbor stage,0
angioleiomyoma,0
angiolipoma,0
angioma serpiginosum,0
angiomatoid fibrous histiocytoma,0
angiomatosis,0
angiomatous meningioma,0
angiomyofibroblastoma,0
angiomyolipoma,0
angiomyosarcoma,0
angiomyxoma,0
angiosarcoma,0
angiosarcoma associated with lymphedema,0
angiosarcoma nci grade 2,0
angiosarcoma nci grade 3,0
angiosarcoma of the skin of the arm after radical mastectomy followed by lymphedema,0
ann arbor stage i aids-related lymphoma,0
ann arbor stage i adult burkitt lymphoma,0
ann arbor stage i adult hodgkin lymphoma,0
ann arbor stage i adult immunoblastic lymphoma,0
ann arbor stage i adult lymphoblastic lymphoma,0
ann arbor stage i adult non-hodgkin lymphoma,0
ann arbor stage i adult t-cell leukemia/lymphoma,0
ann arbor stage i aggressive adult non-hodgkin lymphoma,0
ann arbor stage i angioimmunoblastic t-cell lymphoma,0
ann arbor stage i b lymphoblastic lymphoma,0
ann arbor stage i b-cell non-hodgkin lymphoma,0
ann arbor stage i burkitt lymphoma,0
ann arbor stage i centroblastic lymphoma,0
ann arbor stage i childhood burkitt lymphoma,0
ann arbor stage i childhood hodgkin lymphoma,0
ann arbor stage i childhood lymphoblastic lymphoma,0
ann arbor stage i childhood non-hodgkin lymphoma,0
ann arbor stage i diffuse large b-cell lymphoma,0
ann arbor stage i enteropathy-associated t-cell lymphoma,0
ann arbor stage i extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
ann arbor stage i follicular lymphoma,0
ann arbor stage i grade 1 follicular lymphoma,0
ann arbor stage i grade 2 follicular lymphoma,0
ann arbor stage i grade 3 follicular lymphoma,0
ann arbor stage i hodgkin lymphoma,0
ann arbor stage i indolent adult non-hodgkin lymphoma,0
ann arbor stage i lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage i lymphoma,0
ann arbor stage i lymphoplasmacytic lymphoma,0
ann arbor stage i mantle cell lymphoma,0
ann arbor stage i marginal zone lymphoma,0
ann arbor stage i mature t- and nk-cell lymphoma,0
ann arbor stage i mixed cellularity classic hodgkin lymphoma,0
ann arbor stage i nasal type nk/t-cell lymphoma,0
ann arbor stage i nodal marginal zone lymphoma,0
ann arbor stage i nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage i nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage i non-hodgkin lymphoma,0
ann arbor stage i noncutaneous anaplastic large cell lymphoma,0
ann arbor stage i noncutaneous childhood anaplastic large cell lymphoma,0
ann arbor stage i primary mediastinal (thymic) large b-cell lymphoma,0
ann arbor stage i small lymphocytic lymphoma,0
ann arbor stage i subdiaphragmatic hodgkin lymphoma,0
ann arbor stage i subdiaphragmatic lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage i subdiaphragmatic mixed cellularity classic hodgkin lymphoma,0
ann arbor stage i subdiaphragmatic nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage i subdiaphragmatic nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage i supradiaphragmatic hodgkin lymphoma,0
ann arbor stage i supradiaphragmatic lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage i supradiaphragmatic mixed cellularity classic hodgkin lymphoma,0
ann arbor stage i supradiaphragmatic nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage i supradiaphragmatic nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage i t-cell non-hodgkin lymphoma,0
ann arbor stage ia hodgkin lymphoma,0
ann arbor stage ib hodgkin lymphoma,0
ann arbor stage ii aids-related lymphoma,0
ann arbor stage ii adult burkitt lymphoma,0
ann arbor stage ii adult contiguous immunoblastic lymphoma,0
ann arbor stage ii adult hodgkin lymphoma,0
ann arbor stage ii adult immunoblastic lymphoma,0
ann arbor stage ii adult lymphoblastic lymphoma,0
ann arbor stage ii adult non-contiguous immunoblastic lymphoma,0
ann arbor stage ii adult non-hodgkin lymphoma,0
ann arbor stage ii adult t-cell leukemia/lymphoma,0
ann arbor stage ii aggressive adult non-hodgkin lymphoma,0
ann arbor stage ii angioimmunoblastic t-cell lymphoma,0
ann arbor stage ii b lymphoblastic lymphoma,0
ann arbor stage ii b-cell non-hodgkin lymphoma,0
ann arbor stage ii burkitt lymphoma,0
ann arbor stage ii centroblastic lymphoma,0
ann arbor stage ii childhood burkitt lymphoma,0
ann arbor stage ii childhood hodgkin lymphoma,0
ann arbor stage ii childhood lymphoblastic lymphoma,0
ann arbor stage ii childhood non-hodgkin lymphoma,0
ann arbor stage ii contiguous adult aggressive non-hodgkin lymphoma,0
ann arbor stage ii contiguous adult burkitt lymphoma,0
ann arbor stage ii contiguous adult indolent non-hodgkin lymphoma,0
ann arbor stage ii contiguous adult lymphoblastic lymphoma,0
ann arbor stage ii contiguous adult non-hodgkin lymphoma,0
ann arbor stage ii contiguous mantle cell lymphoma,0
ann arbor stage ii diffuse large b-cell lymphoma,0
ann arbor stage ii enteropathy-associated t-cell lymphoma,0
ann arbor stage ii extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
ann arbor stage ii follicular lymphoma,0
ann arbor stage ii grade 1 contiguous follicular lymphoma,0
ann arbor stage ii grade 1 follicular lymphoma,0
ann arbor stage ii grade 1 non-contiguous follicular lymphoma,0
ann arbor stage ii grade 2 contiguous follicular lymphoma,0
ann arbor stage ii grade 2 follicular lymphoma,0
ann arbor stage ii grade 2 non-contiguous follicular lymphoma,0
ann arbor stage ii grade 3 contiguous follicular lymphoma,0
ann arbor stage ii grade 3 follicular lymphoma,0
ann arbor stage ii grade 3 non-contiguous follicular lymphoma,0
ann arbor stage ii hodgkin lymphoma,0
ann arbor stage ii indolent adult non-hodgkin lymphoma,0
ann arbor stage ii lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage ii lymphoma,0
ann arbor stage ii lymphoplasmacytic lymphoma,0
ann arbor stage ii mantle cell lymphoma,0
ann arbor stage ii marginal zone lymphoma,0
ann arbor stage ii mature t- and nk-cell lymphoma,0
ann arbor stage ii mixed cellularity classic hodgkin lymphoma,0
ann arbor stage ii nasal type nk/t-cell lymphoma,0
ann arbor stage ii nodal marginal zone lymphoma,0
ann arbor stage ii nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage ii nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage ii non-contiguous adult burkitt lymphoma,0
ann arbor stage ii non-contiguous adult indolent non-hodgkin lymphoma,0
ann arbor stage ii non-contiguous adult lymphoblastic lymphoma,0
ann arbor stage ii non-contiguous adult non-hodgkin lymphoma,0
ann arbor stage ii non-contiguous aggressive adult non-hodgkin lymphoma,0
ann arbor stage ii non-contiguous mantle cell lymphoma,0
ann arbor stage ii non-hodgkin lymphoma,0
ann arbor stage ii noncutaneous anaplastic large cell lymphoma,0
ann arbor stage ii noncutaneous childhood anaplastic large cell lymphoma,0
ann arbor stage ii primary mediastinal (thymic) large b-cell lymphoma,0
ann arbor stage ii small lymphocytic lymphoma,0
ann arbor stage ii subdiaphragmatic hodgkin lymphoma,0
ann arbor stage ii subdiaphragmatic lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage ii subdiaphragmatic mixed cellularity classic hodgkin lymphoma,0
ann arbor stage ii subdiaphragmatic nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage ii subdiaphragmatic nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage ii supradiaphragmatic hodgkin lymphoma,0
ann arbor stage ii supradiaphragmatic lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage ii supradiaphragmatic mixed cellularity classic hodgkin lymphoma,0
ann arbor stage ii supradiaphragmatic nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage ii supradiaphragmatic nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage ii t-cell non-hodgkin lymphoma,0
ann arbor stage iia hodgkin lymphoma,0
ann arbor stage iib hodgkin lymphoma,0
ann arbor stage iii aids-related lymphoma,0
ann arbor stage iii adult burkitt lymphoma,0
ann arbor stage iii adult hodgkin lymphoma,0
ann arbor stage iii adult immunoblastic lymphoma,0
ann arbor stage iii adult lymphoblastic lymphoma,0
ann arbor stage iii adult non-hodgkin lymphoma,0
ann arbor stage iii adult t-cell leukemia/lymphoma,0
ann arbor stage iii aggressive adult non-hodgkin lymphoma,0
ann arbor stage iii angioimmunoblastic t-cell lymphoma,0
ann arbor stage iii b lymphoblastic lymphoma,0
ann arbor stage iii b-cell non-hodgkin lymphoma,0
ann arbor stage iii burkitt lymphoma,0
ann arbor stage iii centroblastic lymphoma,0
ann arbor stage iii childhood burkitt lymphoma,0
ann arbor stage iii childhood hodgkin lymphoma,0
ann arbor stage iii childhood lymphoblastic lymphoma,0
ann arbor stage iii childhood non-hodgkin lymphoma,0
ann arbor stage iii diffuse large b-cell lymphoma,0
ann arbor stage iii enteropathy-associated t-cell lymphoma,0
ann arbor stage iii extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
ann arbor stage iii follicular lymphoma,0
ann arbor stage iii grade 1 follicular lymphoma,0
ann arbor stage iii grade 2 follicular lymphoma,0
ann arbor stage iii grade 3 follicular lymphoma,0
ann arbor stage iii hodgkin lymphoma,0
ann arbor stage iii indolent adult non-hodgkin lymphoma,0
ann arbor stage iii lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage iii lymphoma,0
ann arbor stage iii lymphoplasmacytic lymphoma,0
ann arbor stage iii mantle cell lymphoma,0
ann arbor stage iii marginal zone lymphoma,0
ann arbor stage iii mature t- and nk-cell lymphoma,0
ann arbor stage iii mixed cellularity classic hodgkin lymphoma,0
ann arbor stage iii nasal type nk/t-cell lymphoma,0
ann arbor stage iii nodal marginal zone lymphoma,0
ann arbor stage iii nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage iii nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage iii non-hodgkin lymphoma,0
ann arbor stage iii noncutaneous anaplastic large cell lymphoma,0
ann arbor stage iii noncutaneous childhood anaplastic large cell lymphoma,0
ann arbor stage iii primary mediastinal (thymic) large b-cell lymphoma,0
ann arbor stage iii small lymphocytic lymphoma,0
ann arbor stage iii t-cell non-hodgkin lymphoma,0
ann arbor stage iiia hodgkin lymphoma,0
ann arbor stage iiib hodgkin lymphoma,0
ann arbor stage iix (bulky) diffuse large b-cell lymphoma,0
ann arbor stage iix (bulky) non-hodgkin lymphoma,0
ann arbor stage iv aids-related lymphoma,0
ann arbor stage iv adult burkitt lymphoma,0
ann arbor stage iv adult hodgkin lymphoma,0
ann arbor stage iv adult immunoblastic lymphoma,0
ann arbor stage iv adult lymphoblastic lymphoma,0
ann arbor stage iv adult non-hodgkin lymphoma,0
ann arbor stage iv adult t-cell leukemia/lymphoma,0
ann arbor stage iv aggressive adult non-hodgkin lymphoma,0
ann arbor stage iv angioimmunoblastic t-cell lymphoma,0
ann arbor stage iv b lymphoblastic lymphoma,0
ann arbor stage iv b-cell non-hodgkin lymphoma,0
ann arbor stage iv burkitt lymphoma,0
ann arbor stage iv centroblastic lymphoma,0
ann arbor stage iv childhood burkitt lymphoma,0
ann arbor stage iv childhood hodgkin lymphoma,0
ann arbor stage iv childhood lymphoblastic lymphoma,0
ann arbor stage iv childhood non-hodgkin lymphoma,0
ann arbor stage iv diffuse large b-cell lymphoma,0
ann arbor stage iv enteropathy-associated t-cell lymphoma,0
ann arbor stage iv extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
ann arbor stage iv follicular lymphoma,0
ann arbor stage iv grade 1 follicular lymphoma,0
ann arbor stage iv grade 2 follicular lymphoma,0
ann arbor stage iv grade 3 follicular lymphoma,0
ann arbor stage iv hodgkin lymphoma,0
ann arbor stage iv indolent adult non-hodgkin lymphoma,0
ann arbor stage iv lymphocyte-depleted classic hodgkin lymphoma,0
ann arbor stage iv lymphoma,0
ann arbor stage iv lymphoplasmacytic lymphoma,0
ann arbor stage iv mantle cell lymphoma,0
ann arbor stage iv marginal zone lymphoma,0
ann arbor stage iv mature t- and nk-cell lymphoma,0
ann arbor stage iv mixed cellularity classic hodgkin lymphoma,0
ann arbor stage iv nasal type nk/t-cell lymphoma,0
ann arbor stage iv nodal marginal zone lymphoma,0
ann arbor stage iv nodular lymphocyte predominant hodgkin lymphoma,0
ann arbor stage iv nodular sclerosis classic hodgkin lymphoma,0
ann arbor stage iv non-hodgkin lymphoma,0
ann arbor stage iv noncutaneous anaplastic large cell lymphoma,0
ann arbor stage iv noncutaneous childhood anaplastic large cell lymphoma,0
ann arbor stage iv primary mediastinal (thymic) large b-cell lymphoma,0
ann arbor stage iv small lymphocytic lymphoma,0
ann arbor stage iv t-cell non-hodgkin lymphoma,0
ann arbor stage iva hodgkin lymphoma,0
ann arbor stage ivb hodgkin lymphoma,0
anogenital papillomaviral intraepithelial neoplasia,0
anterior cranial fossa meningioma,0
anterior foramen magnum meningioma,0
anterior pituitary gland neoplasm,0
anterior tongue adenoid cystic carcinoma,0
anterior tongue carcinoma,0
anterior tongue mucoepidermoid carcinoma,0
anterior tongue neoplasm,0
anterior tongue squamous cell carcinoma,0
anterior urethral malignant neoplasm,0
anterior visual pathway meningioma,0
aortic angiosarcoma,0
aorticopulmonary paraganglioma,0
apocrine adenoma,0
apocrine carcinoma,0
apocrine hidrocystoma,0
apocrine neoplasm,0
appendix adenocarcinoma,0
appendix adenoma,0
appendix carcinoma,0
appendix enterochromaffin cell serotonin-producing neuroendocrine tumor,0
appendix goblet cell adenocarcinoma,0
appendix high grade intraepithelial neoplasia,0
appendix intraepithelial neoplasia,0
appendix kaposi sarcoma,0
appendix l-cell glucagon-like peptide-producing neuroendocrine tumor,0
appendix large cell neuroendocrine carcinoma,0
appendix leiomyoma,0
appendix leiomyosarcoma,0
appendix lipoma,0
appendix low grade intraepithelial neoplasia,0
appendix lymphoma,0
appendix mixed adenoneuroendocrine carcinoma,0
appendix mucinous adenocarcinoma,0
appendix mucinous cystadenocarcinoma,0
appendix mucinous cystadenoma,0
appendix mucinous neoplasm,0
appendix neoplasm,0
appendix neuroendocrine carcinoma,0
appendix neuroendocrine neoplasm,0
appendix neuroendocrine tumor,0
appendix neuroendocrine tumor g1,0
appendix neuroendocrine tumor g2,0
appendix neuroendocrine tumor g3,0
appendix serrated lesions and polyps,0
appendix signet ring cell carcinoma,0
appendix small cell neuroendocrine carcinoma,0
appendix traditional serrated adenoma,0
appendix tubular adenoma,0
appendix tubular carcinoid,0
appendix tubulovillous adenoma,0
appendix undifferentiated carcinoma,0
appendix villous adenoma,0
aromatic dyes-related malignant neoplasm,0
asbestos-related lung carcinoma,0
asbestos-related malignant mesothelioma,0
asbestos-related malignant neoplasm,0
ascending colon neuroendocrine tumor g1,0
askin tumor,0
astler-coller a colon carcinoma,0
astler-coller a colorectal carcinoma,0
astler-coller a rectal carcinoma,0
astler-coller b1 colon carcinoma,0
astler-coller b1 colorectal carcinoma,0
astler-coller b1 rectal carcinoma,0
astler-coller b2 colon carcinoma,0
astler-coller b2 colorectal carcinoma,0
astler-coller b2 rectal carcinoma,0
astler-coller b3 colon carcinoma,0
astler-coller b3 colorectal carcinoma,0
astler-coller b3 rectal carcinoma,0
astler-coller c1 colon carcinoma,0
astler-coller c1 colorectal carcinoma,0
astler-coller c1 rectal carcinoma,0
astler-coller c2 colon carcinoma,0
astler-coller c2 colorectal carcinoma,0
astler-coller c2 rectal carcinoma,0
astler-coller c3 colorectal carcinoma,0
